"","id","Name","Age","Class","Ticket","Embarked","Job","Boat"
"1387","","VANDERPLANCKE, Mr Julius","31","3rd Class Passenger","345763£18","Southampton","Farmer",""
"1388","","VANDERPLANCKE, Mrs Emelie Maria","31","3rd Class Passenger","345763£18","Southampton","",""
"1389","","VANDERPLANCKE, Miss Augusta Maria","18","3rd Class Passenger","345764£18","Southampton","Servant",""
"1390","","VANDERPLANCKE, Mr Leo Edmondus","15","3rd Class Passenger","345763£18","Southampton","Farm Labourer",""
"1391","","VANDEWALLE, Mr Nestor Cyriel","28","3rd Class Passenger","345770£9               10s","Southampton","Merchant",""
"1392","","VEAL, Mr James","40","2nd Class Passenger","28221£13","Southampton","",""
"1393","","VEAL, Mr Arthur","36","Engineering Crew","","Southampton","Greaser",""
"1394","","VEAL, Mr Thomas Henry Edom","38","Victualling Crew","","Southampton","Saloon Steward",""
"1395","","VEAR, Mr H.","32","Engineering Crew","","Southampton","Fireman",""
"1396","","VEAR, Mr William","33","Engineering Crew","","Southampton","Fireman","[59]"
"1397","","VENDEL, Mr Olof Edvin","20","3rd Class Passenger","350416£7               17s               1d","Southampton","General Labourer",""
"1398","","VESTRÃ¶M, Miss Hulda Amanda Adolfina","14","3rd Class Passenger","350406£7               17s               1d","Southampton","Servant",""
"1399","","VICAT, Sig. Alphonse Jean Eugene","21","Restaurant Staff","","Southampton","Cook",""
"1400","","VILLVARLANGE, Mr Pierre LÃ©on Gabriel","19","Restaurant Staff","","Southampton","Assistant Soup Cook",""
"1401","","VINE, Mr Herbert Thomas Gordon","18","Restaurant Staff","","Southampton","Assistant Restaurant Controller",""
"1402","","VIONI, Sig. Roberto","31","Restaurant Staff","","Southampton","Waiter",""
"1403","","VOEGELIN-DUBACH, Sig. Johannes","35","Restaurant Staff","","Southampton","Waiter",""
"1404","","VOVK, Mr Janko","21","3rd Class Passenger","349252£7               17s               11d","Southampton","General Labourer",""
"1405","","WAELENS, Mr Achille","22","3rd Class Passenger","345767£9","Southampton","Farm Labourer","[140]"
"1406","","WAKE, Mr Percy","37","Victualling Crew","","Southampton","Baker",""
"1407","","WALKER, Mr William Anderson","48","1st Class Passenger","36967£34                             5d","Southampton","",""
"1408","","WALLIS, Mrs Catherine Jane","35","Victualling Crew","","Southampton","Matron",""
"1409","","WALPOLE, Mr James","48","Victualling Crew","","Belfast","Chief Pantryman Steward",""
"1410","","WALSH, Miss Catherine","32","Victualling Crew","","Southampton","Stewardess",""
"1411","","WARD, Mr Arthur","24","Engineering Crew","","Belfast","Junior Assistant 4th. Engineer",""
"1412","","WARD, Mr J.","31","Engineering Crew","","Southampton","Leading Fireman",""
"1413","","WARD, Mr Edward","34","Victualling Crew","","Belfast","Bed Room Steward",""
"1414","","WARD, Mr Percy Thomas","38","Victualling Crew","","Belfast","Bed Room Steward",""
"1415","","WARDNER, Mr Albert","39","Engineering Crew","","Southampton","Fireman",""
"1416","","WARE, Mr John James","45","2nd Class Passenger","31352£21","Southampton","",""
"1417","","WARE, Mr William Jeffery","23","2nd Class Passenger","28666£10               10s","Southampton","",""
"1418","","WARE, Mr Frederick","34","3rd Class Passenger","359309£8               1s","Southampton","Motor Fitter",""
"1419","","WAREHAM, Mr Robert Arthur","37","Victualling Crew","","Belfast","Bed Room Steward","[246]"
"1420","","WARREN, Mr Frank Manley","63","1st Class Passenger","110813£75               5s","Cherbourg","",""
"1421","","WARREN, Mr Charles William","30","3rd Class Passenger","49867£7               11s","Southampton","Bricklayer",""
"1422","","WARWICK, Mr Tom","35","Victualling Crew","","Southampton","Saloon Steward",""
"1423","","WATERIDGE, Mr Edward Lewis","25","Engineering Crew","","Southampton","Fireman",""
"1424","","WATSON, Mr Ennis Hastings","15","2nd Class PassengerH&W Guarantee Group","239856","Belfast","Apprentice Electrician",""
"1425","","WATSON, Mr W.","27","Engineering Crew","","Southampton","Fireman","[158]"
"1426","","WATSON, Mr William Albert","14","Victualling Crew","","Southampton","Bell Boy",""
"1427","","WATTS, Mr","36","Engineering Crew","","Southampton","Trimmer",""
"1428","","WAZLI, Mr Yousif Ahmed","25","3rd Class Passenger","2647£7               4s               6d","Cherbourg","Farmer",""
"1429","","WEATHERSTONE, Mr Thomas Herbert","24","Victualling Crew","","Belfast","Saloon Steward",""
"1430","","WEBB, Mr S.","28","Engineering Crew","","Southampton","Trimmer",""
"1431","","WEBB, Mr Brooke Holding","50","Victualling Crew","","Belfast","Smoke Room Steward",""
"1432","","WEBBER, Mr James","66","3rd Class Passenger","3101316£8               1s","Southampton","Miner",""
"1433","","WEBBER, Mr Francis Albert","31","Engineering Crew","","Southampton","Leading Fireman",""
"1434","","WEIR, Colonel John","59","1st Class Passenger","113800£26               11s","Southampton","Military",""
"1435","","WEISZ, Mr Leopold","28","2nd Class Passenger","228414£26","Southampton","","[293]"
"1436","","WELCH, Mr William Harold","23","Victualling Crew","","Southampton","Cook",""
"1437","","WEST, Mr Edwy Arthur","36","2nd Class Passenger","34651£27               15s","Southampton","",""
"1438","","WHEADON, Mr Edward H.","66","2nd Class Passenger","24579£10               10s","Southampton","Farmer",""
"1439","","WHEELER, Mr Edwin Charles","24","2nd Class PassengerServant","2159£12               17s               6d","Southampton","Servant",""
"1440","","WHITE, Mr Percival Wayland","54","1st Class Passenger","35281£77               5s               9d","Southampton","Manufacturer",""
"1441","","WHITE, Mr Richard Frasar","21","1st Class Passenger","35281£77               5s               9d","Southampton","","[169]"
"1442","","WHITE, Mr Arthur","37","Victualling Crew","","Southampton","Barber","[247]"
"1443","","WHITE, Mr Edward Joseph","27","Victualling Crew","","Southampton","Glory hole steward (3rd class)","[272]"
"1444","","WHITE, Mr Leonard Lisle Oliver","31","Victualling Crew","","Belfast","Saloon Steward",""
"1445","","WHITE, Mr Albert","21","Engineering Crew","","Southampton","Trimmer",""
"1446","","WHITE, Mr Frank Leonard","28","Engineering Crew","","Southampton","Trimmer",""
"1447","","WHITFORD, Mr Alfred Henry","39","Victualling Crew","","Southampton","Saloon Steward",""
"1448","","WICK, Mr George Dennick","57","1st Class Passenger","36928£164               17s               4d","Southampton","",""
"1449","","WIDEGREN, Mr Carl / Charles Peter","51","3rd Class Passenger","347064£7               15s","Southampton","General Labourer",""
"1450","","WIDENER, Mr George Dunton","50","1st Class Passenger","113503£211               10s","Southampton","Banker",""
"1451","","WIDENER, Mr Harry Elkins","27","1st Class Passenger","113503£211               10s","Southampton","Bibliophile",""
"1452","","WIKLUND, Mr Karl Johan","21","3rd Class Passenger","3101266£6               9s               11d","Southampton","General Labourer",""
"1453","","WIKLUND, Mr Jakob Alfred","18","3rd Class Passenger","3101267£6               9s               11d","Southampton","General Labourer","[314]"
"1454","","WILDE, Mr Henry Tingle","39","Deck Crew","","Southampton","Chief Officer",""
"1455","","WILLER, Mr Aaron","37","3rd Class Passenger","3410£8               14s               3d","Cherbourg","",""
"1456","","WILLEY, Mr Edward","18","3rd Class Passenger","751£7               11s","Southampton","Farm Labourer",""
"1457","","WILLIAMS, Mr Fletcher Fellowes Lambert","","1st Class Passenger","113510£35","Southampton","Businessman",""
"1458","","WILLIAMS, Mr Charles Duane","51","1st Class Passenger","17597£61               7s               7d","Cherbourg","Lawyer",""
"1459","","WILLIAMS, Mr Arthur J.","38","Victualling Crew","","Southampton","Storekeeper",""
"1460","","WILLIAMS, Mr Howard Hugh ""Harry""","28","3rd Class Passenger","2466£8               1s","Southampton","Carman",""
"1461","","WILLIAMS, Mr Leslie","28","3rd Class Passenger","54636£16               2s","Southampton","Pugilist","[14]"
"1462","","WILLIAMS, Mr Samuel S.","26","Engineering Crew","","Southampton","Fireman",""
"1463","","WILLIAMSON, Mr James Bertram","35","Victualling CrewPostal Clerk","","Southampton","Postal Clerk",""
"1464","","WILLIS, Mr William","46","Victualling Crew","","Southampton","3rd Class Packer Steward",""
"1465","","WILLSHER, Mr William Aubrey","33","Victualling Crew","","Southampton","Butcher",""
"1466","","WILSON, Mr Bertie","28","Engineering Crew","","Belfast","Senior Assistant 2nd. Engineer",""
"1467","","WILTON, Mr William","45","Engineering Crew","","Southampton","Trimmer",""
"1468","","WINDELÃ¸V, Mr Einar","21","3rd Class Passenger","3101317£7               5s","Southampton","Dairy Worker",""
"1469","","WINSER, Mr Rowland","33","Victualling Crew","","Southampton","Steward",""
"1470","","WIRZ, Mr Albert","27","3rd Class Passenger","315154£8               13s               3d","Southampton","Farmer","[131]"
"1471","","WISEMAN, Mr Phillippe","54","3rd Class Passenger","34244£7               5s","Southampton","Merchant",""
"1472","","WITCHER, Mr Albert Ernest","39","Engineering Crew","","Southampton","Fireman",""
"1473","","WITT, Mr Henry Dennis","37","Engineering Crew","","Southampton","Fireman",""
"1474","","WITTEVRONGEL, Mr Camilius Aloysius","36","3rd Class Passenger","345771£9               10s","Southampton","Farmer",""
"1475","","WITTMAN, Mr Henry","34","Victualling Crew","","Southampton","Bed Room Steward","[315]"
"1476","","WOOD, Mr Henry","30","Engineering Crew","","Southampton","Trimmer",""
"1477","","WOOD, Mr James Thomas","40","Victualling Crew","","Southampton","Assistant Saloon Steward",""
"1478","","WOODFORD, Mr Frederick Ernest","40","Engineering Crew","","Southampton","Greaser","[163]"
"1479","","WOODWARD, Mr John Wesley","32","2nd Class PassengerMusician","250654","Southampton","Musician",""
"1480","","WOODY, Mr Oscar Scott","44","Victualling CrewPostal Clerk","","Southampton","Postal Clerk","[167]"
"1481","","WORMALD, Mr Henry Frederick Charles","44","Victualling Crew","","Southampton","Saloon Steward","[144]"
"1482","","WORTHMAN, Mr William Henry","37","Engineering Crew","","Southampton","Fireman",""
"1483","","WRAPSON, Mr Frederick Bernard","18","Victualling Crew","","Belfast","Assistant Pantryman Steward",""
"1484","","WRIGHT, Mr George","62","1st Class Passenger","113807£26               11s","Southampton","Businessman",""
"1485","","WRIGHT, Mr Frederick","24","Victualling Crew","","Southampton","Sports Instructor",""
"1486","","WYETH, Mr James Robert","26","Engineering Crew","","Southampton","Fireman",""
"1487","","YASBECK, Mr Antoni","27","3rd Class Passenger","2659£14               9s               1d","Cherbourg","General Labourer","C"
"1488","","YOUNG, Mr Francis James","30","Engineering Crew","","Southampton","Fireman",""
"1489","","YOUSSEFF (ABI SAAB), Mr Gerios","45","3rd Class Passenger","2685£7               4s               6d","Cherbourg","Shoemaker","[312]"
"1490","","YOUSSIFF (SAM'AAN), Mr Gerios","28","3rd Class Passenger","2628£7               4s               7d","Cherbourg","",""
"1491","","YVOIS, Miss Henriette","24","2nd Class Passenger","248747£13","Southampton","",""
"1492","","ZAKARIAN, Mr Ortin","27","3rd Class Passenger","2670£7               4s               6d","Cherbourg","General Labourer",""
"1493","","ZAKARIAN, Mr Mapriededer","22","3rd Class Passenger","2656£7               4s               6d","Cherbourg","","[304]"
"1494","","ZANETTI, Sig. Minio","20","Restaurant Staff","","Southampton","Assistant Waiter",""
"1495","","ZARRACCHI, Sig. L.","26","Restaurant Staff","","Southampton","Wine Butler",""
"1496","","ZIMMERMANN, Mr Leo","29","3rd Class Passenger","315082£7               17s               6d","Southampton","Farmer",""
